name,institution,publish_date,doi,cite,abstract,introduction,Title,Url,Time,Year,Type,Unnamed: 0
"Tang Yunshu,Xie Wenyan,Li Dong Andrew,Ruan Yaoyun","School of Management, Hefei University of Technology, 230009 Anhui, China,Department of Accounting, School of Business, Christian Brothers University, Memphis, TN 38104, USA","Received 18 May 2022, Revised 23 August 2022, Accepted 27 October 2022, Available online 1 November 2022.",https://doi.org/10.1016/j.qref.2022.10.013,Cited by (0),"This research examines the market liquidity’s structural migration in 2016–2017 and its effects on the stock liquidity-risk relationship. We observe and conduct a ==== to empirically verify the ongoing structural migration from small-cap to large-cap stocks in 2016–2017. We then replicate the inverse relationship between stock liquidity and stock price crash risk. We find that the structural migration demonstrates an incremental effect on the inverse liquidity-risk relationship across the board except for the state-owned companies (probably due to their unique nature and favorable perceptions from the investors). Further, robustness tests over the seven-year, three-chairman-term timeline suggest the structural migration prompted by the then Chairman, Liu, an exogenous event to the stock market. Overall, this research elucidates the mechanism underlying the structural migration’s incremental effect on the stock market in general and the state-owned companies in particular, extending the stock liquidity-risk relationship literature to a deeper, more dynamic context.",None,Market liquidity migration’s effects on the relationship between stock liquidity and stock price crash risk: Evidence from China,https://www.sciencedirect.com/science/article/pii/S1062976922001272,Available online 1 November 2022,2022,Research Article,10.0
Isaenko Sergey,"Concordia University, Canada","Received 23 February 2022, Revised 14 September 2022, Accepted 24 October 2022, Available online 31 October 2022.",https://doi.org/10.1016/j.qref.2022.10.006,Cited by (0),We consider a linear model of ,None,Trading strategies and the frequency of time-series,https://www.sciencedirect.com/science/article/pii/S106297692200120X,Available online 31 October 2022,2022,Research Article,11.0
"Mensi Walid,Rehman Mobeen Ur,Maitra Debasish,Al-Yahyaee Khamis Hamed,Vo Xuan Vinh","Department of Economics and Finance, College of Economics and Political Science, Sultan Qaboos University, Muscat, Oman,Institute of Business Research, University of Economics Ho Chi Minh City, Vietnam,South Ural State University, 76, Lenin Prospekt, Chelyabinsk, Russian Federation,Indian Institute of Management Indore, Indore, India,Muscat University, Al Ghubrah North, Muscat, Oman,Institute of Business Research and CFVG, University of Economics Ho Chi Minh City, Vietnam","Received 12 March 2022, Revised 3 October 2022, Accepted 26 October 2022, Available online 31 October 2022.",https://doi.org/10.1016/j.qref.2022.10.012,Cited by (1),"This study examines the multiscale ==== between five important emerging stock markets namely, Brazil, Russia, India, China, and South Africa (BRICS) and both Dow Jones Islamic stock market index (DJIM) and Dow Jones Sukuk index (DJ Sukuk) using bivariate and multivariate wavelet approaches. The results show evidence of strong time-scale co-movements between conventional and Islamic stock markets at different frequencies. Moreover, the pure contagion is evident at the short-term whereas fundamental contagion appears in the long run. Sukuk show relatively less integration with the conventional stock markets of BRICS at high and medium frequencies. DJIM and DJ Sukuk provide risk diversification opportunities for BRICS stock market volatility. The diversification benefits in terms of lower portfolio VaR is available in the high frequency scale or at the short-term. In long-run, the Islamic equity market become fundamentally integrated with the BRICS stock markets, thus, reduces hedging gains.",None,"Frequency spillovers and portfolio risk implications between Sukuk, Islamic stock and emerging stock markets",https://www.sciencedirect.com/science/article/pii/S1062976922001260,Available online 31 October 2022,2022,Research Article,12.0
Zhang Rongrong,"Department of Finance, Greg M. Parker College of Business, Georgia Southern University, United States","Received 1 April 2022, Revised 13 September 2022, Accepted 24 October 2022, Available online 27 October 2022.",https://doi.org/10.1016/j.qref.2022.10.008,Cited by (1),"We show that suppliers cut back on trade credit extensions as they learn about future growth opportunities from their stock prices. We further explore how suppliers’ financial strength, relationship specific investments (RSI), product characteristics, and market power moderate the effect of price informativeness on trade credit. We show that the effect of price informativeness on trade credit is more pronounced when suppliers are financially constrained, or have less RSI, or are less exposed to inventory diversion risks, or have high market power. These results suggest that stock price informativeness is a second order factor whereas financial strength, relationship specific investments (RSI), product characteristics, and market power are the first order factors in shaping suppliers’ trade ====.",None,Stock price informativeness and supplier trade credit extensions,https://www.sciencedirect.com/science/article/pii/S1062976922001235,Available online 27 October 2022,2022,Research Article,13.0
"Al-Nassar Nassar S.,Chaibi Anis,Makram Beljid","Department of Economics and Finance, College of Business and Economics, Qassim University, Buraydah, Saudi Arabia,EM Normandie Business School, Métis Lab, France,International School, Vietnam National University, Hanoi, Viet Nam,Swansea University, Swansea, United Kingdom","Received 19 June 2022, Revised 18 August 2022, Accepted 24 October 2022, Available online 27 October 2022.",https://doi.org/10.1016/j.qref.2022.10.010,Cited by (2),"19 pandemic. Using daily data, we employ the bivariate dynamic conditional correlation-generalized autoregressive conditional heteroskedasticity (DCC====GARCH) technique to model volatilities and conditional correlations. Our findings show that all investigated alternative investment assets had a time-varying hedging role in the Saudi stock market, which became expensive during the early stages of the COVID====19 pandemic. Our results also show that the optimal weights for gold were substantially higher than those of other assets, reaching a peak during the pandemic, implying that investors consider gold a flight-to-safety asset. Additionally, we find that gold and OVX were strong hedges and could have served as weak safe havens for investors during the early stages of the COVID====19 pandemic, while the remaining assets generally lacked these properties and could be merely used as diversifiers. Our empirical findings offer several key implications for policymakers and portfolio managers in Saudi Arabia that may be applicable to similar markets. In particular, we show that OVX-based products can serve as a promising hedging asset for stock markets in oil-exporting countries.","), have progressively become more integrated with developed markets (====). Moreover, the occurrence of several crises, including the bursting of the dot-com bubble, the global financial crisis of 2007–2008 (GFC), and the ongoing COVID====19 pandemic and their associated contagion risks, motivated a keen search for alternative investments that can provide diversification benefits and protection for equity portfolios.====Indeed, most researchers have focused on Gold due to its unique features.====, ====, ====, ====), but also in the face of adverse market movements by serving as a safe haven and/or a hedge in turbulent times, which was evident in the wake of several crises including the 9/11 terrorist attacks, the GFC, and the ongoing COVID====19 pandemic (====, ====, ====, ====). Nonetheless, the hedging and protection properties of gold are not uniform across markets and sample periods. ==== find little evidence for the ability of gold to serve as a hedge and/or a safe haven in emerging markets, namely Brazil, China, India, and Russia. Further, ==== find other precious metals to be stronger safe havens for US equities than gold during several market downturns.====Another alternative investment that regularly makes headline news is crude oil. The crude oil shock in 1973 sparked an interest in understanding the linkages between oil prices and the global economy.==== As the stock market is the channel through which these linkages are rapidly manifested, a substantial literature has accumulated on various aspects of the crude oil-stock nexus (====, ====, ====, ====, ====, ====, ====).==== The Bitcoin market has experienced exponential growth over the past decade, with its prices soaring by 90-fold and its market capitalization reaching 11373% in 2021 from its levels at the start of 2016. Moreover, ==== by several media outlets. Despite its relatively short history, Bitcoin shares several distinctive features with gold, suggesting its potential to perform a similar role to gold as a hedge and a safe heaven. While we have alluded to some of the commonalities between Bitcoin and gold, ==== cogently delineate these common features. Given the short history of Bitcoin, most studies that evaluate its efficacy as a hedge or/and safe heaven are clustered during the COVID====19 pandemic (====, ====, ====, ====). The results from these studies are complex but suggest that Bitcoin is generally a diversifier while possessing hedging and safe-haven abilities in some cases.====In general, the findings of the aforementioned studies are complex and difficult to reconcile, with no certain commodity standing out as the best choice for hedging and risk diversification across different markets and under all circumstances. Therefore, we aim to extend the extant literature by exploring the dynamic correlations between the major alternative investment price returns and daily returns of the Saudi broad market index along with its constituent sectoral indices before and during the COVID====19 pandemic. Additionally, we use the resulting dynamic correlations to compute the optimal portfolio allocation and optimal hedge ratio in a dynamic fashion covering both sample periods to investigate their hedging and safe-haven properties. The selected alternative investments are Gold, Bitcoin, WTI crude oil, and the OVX. Our choice is justified on the following grounds: Besides expanding the repertoire of alternative investments available to investors, we intend to substantiate the available empirical evidence on the previously investigated alternative investments in the context of the Saudi market (namely, gold, crude oil, and Bitcoin) and examine whether the results obtained by prior studies including ====, ====, ====, ====, and ==== hold in the wake of the COVID====19 pandemic and transcends uniformly to various sectors. The addition of the newly investigated OVX in the context of the Saudi market is motivated by empirical evidence from ====, who document a negative correlation between the OVX and the GCC stock markets, including Saudi Arabia.====We suggest that the Saudi market is conducive to such a study for several reasons. First, the Saudi market is the largest in the Middle East and North Africa (MENA) region and among the world’s largest seven markets.==== The Saudi market accounts for 80% of the GCC region’s total market capitalization, reflecting the country’s significance as the largest economy in the MENA region.==== Second, the Saudi market witnessed unprecedented growth in terms of new initial public offerings (IPOs), specifically the listing of Saudi Aramco, the second largest company after Apple in market capitalization worldwide.====).====The contribution of the present study is twofold. First, in this study, we conduct a country-level analysis of the commodity-stock nexus, which has been called for by previous research. Specifically, prior studies that evaluate the hedging and diversification properties of alternative investments for the Saudi market have focused on the broad market index (====, ====, ====, ====) or one sector, namely the banking sector (====) normally within the context of the GCC region. Indeed, ==== highlight the differences between GCC markets in several aspects,==== which drive the heterogeneity of the findings documented by subsequent studies across the GCC countries and their constituent sectors (====). Indeed, ==== show that portfolios diversified across GCC-wide sectors outperform portfolios diversified across GCC national equity markets, which is commensurate with ====, who argue that the importance of analyzing different sectors in the economy stems from the heterogeneity of these sectors, which are subjected to different market structures. Moreover, ==== emphasize that the aggregation effect that results from using regional sectoral indices outweighs the different country-level impacts in terms of the extent of the dependence of its underlying economies on a certain commodity. Second, while most related studies compare the hedging and diversification capabilities of gold against either crude oil or cryptocurrencies, mainly Bitcoin, the present study expands the range of commodities to include gold, bitcoin, oil, and OVX as well to evaluate the performance of these investments on an equal footing.====On the methodological front, we employ Engle’s bivariate dynamic conditional correlation-generalized autoregressive conditional heteroskedasticity (DCC====GARCH) technique (====) to model the conditional correlations among stock indices and alternative investments that are subsequently used to calculate hedge ratios and optimal portfolio weights. Moreover, following ====, we utilize the “safe-haven” analysis proposed by ==== to examine the safe-haven properties of the alternative investments during two distinctive phases of the COVID====19 pandemic based on the announcement of government stimulus packages.====19 crisis that were diminished after the government announcement of stimulus packages.====The remainder of the paper is organized as follows. ==== reviews the relevant literature. ==== describes the data and outlines the methodology. ==== reports the empirical results. ==== summarizes the main conclusions.","In search of hedges and safe havens during the COVID─19 pandemic: Gold versus Bitcoin, oil, and oil uncertainty",https://www.sciencedirect.com/science/article/pii/S1062976922001247,Available online 27 October 2022,2022,Research Article,14.0
Monroy-Gómez-Franco Luis,"Centro de Estudios Económicos, El Colegio de México, Mexico","Received 27 July 2022, Revised 8 October 2022, Accepted 15 October 2022, Available online 21 October 2022.",https://doi.org/10.1016/j.qref.2022.10.004,Cited by (1),"In this paper, I study the difference in ==== patterns between the indigenous and non-indigenous Mexican populations, analyzing the role played by the variability in skin tones inside both groups. I employ a composite sample based on two recent surveys with the same sampling frame and questionnaire design. I obtained three main results based on rank-rank regressions and transition matrices for both the economic and educational dimensions. First, the indigenous population faces a higher degree of intergenerational persistence and remains concentrated at the bottom of the distribution of economic resources. Secondly, there is a skin tone gradient for the indigenous and non-indigenous populations, where lighter skin tones tend to remain at a higher rank in the distribution of economic resources than darker skin tones. Thirdly, the association between ethnic origin, skin tone and economic mobility persist even after controlling for the intergenerational educational mobility experienced by the person.",None,"Shades of social mobility: Colorism, ethnic origin and intergenerational social mobility",https://www.sciencedirect.com/science/article/pii/S1062976922001181,Available online 21 October 2022,2022,Research Article,15.0
Neururer Thaddeus,"University of Akron, College of Business, 259 South Broadway Street, Akron, OH, 44325–4802, USA","Received 31 March 2020, Revised 3 February 2022, Accepted 19 September 2022, Available online 23 September 2022, Version of Record 28 September 2022.",https://doi.org/10.1016/j.qref.2022.09.003,Cited by (0),"Previous research finds higher stock prices for firms with extended EPS meet-or-beat streaks benchmarked to analysts’ forecasts. Due to the different persistence and reliability properties of firms’ revenues and expenses, in this study, I test whether stock valuations are different when EPS streaks are extended by firms meeting their revenue versus expense targets. I find that EPS meet-or-beat streaks that are primarily extended by firms meeting or beating analysts’ revenue forecasts are positively valued by the market but EPS streaks extended by meeting implied-expense targets are not associated with equity valuations. I also find revenue meet-or-beat streaks are likewise positively associated with equity prices but extended expense meet-or-beat streaks are negatively associated with equity valuations. These relationships are stronger for growth firms and firms that report research and development expenses. In short, my results suggest investors only value firms’ ability to consistently achieve analysts’ revenue forecasts.",None,Meet-or-beat streak heterogeneity and equity prices,https://www.sciencedirect.com/science/article/pii/S106297692200103X,23 September 2022,2022,Research Article,16.0
"Liu Chen,Wu Yan Wendy","School of Business, Trinity Western University, Langley, BC V2Y 1Y1, Canada,Department of Economics, School of Business and Economics, Wilfrid Laurier University, Waterloo, ON N2L 3C5, Canada","Received 23 January 2022, Revised 17 June 2022, Accepted 8 September 2022, Available online 12 September 2022, Version of Record 17 September 2022.",https://doi.org/10.1016/j.qref.2022.09.001,Cited by (0),"This paper studies the relationship between bank CEO inside debt holdings and banks’ syndicated loan decisions. Using a two-stage selection model, we find that banks with higher CEO inside debt holdings extend syndicated loans to safer borrowers and have a smaller number of lenders in the syndication; these loans have a lower spread, less restrictive covenant, and longer maturity. These results suggest higher bank screening efforts and lower risk-taking incentives associated with bank CEO inside debt. The findings are robust to potential endogeneity bias and simultaneity of various loan terms.",None,CEO compensation and bank loan contracts,https://www.sciencedirect.com/science/article/pii/S1062976922001016,12 September 2022,2022,Research Article,17.0
"Lahav Yaron,Benzion Uri","Department of Business Administration, Ben-Gurion University of the Negev, P.O. Box 653, Beer-Sheva 84105, Israel,Department of Economics, Western Gallilee College, P.O. Box 2125, Akko 24121, Israel","Received 1 February 2022, Revised 11 August 2022, Accepted 8 September 2022, Available online 12 September 2022, Version of Record 28 September 2022.",https://doi.org/10.1016/j.qref.2022.09.002,Cited by (0),"We study experimentally how subjects react to changes in ====. Our participants were asked to divide 1,000 units of currency between two assets – one risky and the other risk-free – in four different settings. We use different treatments to change the risk-free rate while keeping the risk premium constant. We find that risk-free rates affect risk allocation asymmetrically: subjects increase the risky portion in their portfolios in response to a decrease in rates. Still, they do not change their portfolios when rates rise. Furthermore, this asymmetric effect occurs only when interest rates remain constant over a relatively long duration; when they are volatile, their impact on risk allocation is reversed. We provide and test a behavioral explanation for these findings.",None,What happens to investment choices when interest rates change? An experimental study,https://www.sciencedirect.com/science/article/pii/S1062976922001028,12 September 2022,2022,Research Article,18.0
Kim Keunyoung,"Kelce College of Business, Pittsburg State University, 1701 S. Broadway, Pittsburg, KS 66762, USA","Received 14 January 2022, Revised 27 June 2022, Accepted 18 August 2022, Available online 5 September 2022, Version of Record 28 September 2022.",https://doi.org/10.1016/j.qref.2022.08.008,Cited by (1),"Whether busy boards contribute positively to firm value is inconclusive. I examine whether the effectiveness of busy boards varies with firms’ demands for specific board functions: advising and monitoring. I find that the positive effects of busy boards on advising quality, including corporate innovation and acquisition returns, are enhanced when firms have higher advising needs. I also show that the negative effects of busy boards on monitoring quality, including forced CEO turnover-performance sensitivity and income-increasing earnings management, are mitigated when firms have lower monitoring needs. Taken together, firm value results suggest that the positive effect through improved advising is more likely to outweigh the mitigated negative effect through monitoring when firms have higher advising needs but lower monitoring needs.",None,When are busy boards beneficial?,https://www.sciencedirect.com/science/article/pii/S1062976922000965,5 September 2022,2022,Research Article,19.0
"Marques André M.,Carvalho André R.","Federal University of Paraíba, Department of Economics, Cidade Universitária, s/nº, Castelo Branco, 58051–900 João Pessoa, PB, Brazil,Federal University of São Paulo, Rua Angélica, nº 100, Jardim das Flores, 06110–295 Osasco, SP, Brazil","Received 23 June 2021, Revised 21 July 2022, Accepted 26 August 2022, Available online 30 August 2022, Version of Record 7 September 2022.",https://doi.org/10.1016/j.qref.2022.08.012,Cited by (0)," during Brazil’s low and stable inflation regime. We estimate the long-run effect using cointegrating regression methods to deal with endogenous regressors and serially correlated errors. Based on monthly inflation and nominal interest rate from 1994 to 2019, the findings support the neo-Fisher effect. The results suggest that price setters might be learning from the Central Bank policy decisions that guide the future movements of the inflation rate. The endogeneity test revealed that the policy rate is weakly exogenous to the inflation rate. We conclude that, in the long run, a rise in the policy rate tends to produce higher inflation rates, as predicted by the neo-Fisher effect.",None,Testing the neo-fisherian hypothesis in Brazil,https://www.sciencedirect.com/science/article/pii/S1062976922001004,30 August 2022,2022,Research Article,20.0
