name,institution,publish_date,doi,cite,abstract,introduction,Title,Url,Time,Year,Type,Unnamed: 0
"Zhu Alex Yue Feng,Ku Inhoe,Chan Wai Sum,Chou Kee Lee","Department of Social Sciences, The Education University of Hong Kong, Hong Kong SAR, China,Department of Social Welfare, Seoul National University, Seoul, South Korea,Department of Mathematics, Statistics and Insurance, The Hang Seng University of Hong Kong, Hong Kong SAR, China,Department of Asian and Policy Studies, The Education University of Hong Kong, Hong Kong SAR, China","Received 26 August 2022, Revised 14 April 2023, Accepted 24 April 2023, Available online 30 April 2023, Version of Record 14 May 2023.",https://doi.org/10.1016/j.socec.2023.102026,Cited by (0),"Research calls for evidence from a strict experiment-based design to illustrate the effect of a social pension expansion on mitigating poverty among older adults in non-welfare regimes. This study utilized the introduction of a new higher tier of the Old Age Living Allowance (OALA) in Hong Kong in June 2018 as its experimental condition. It examined the impact of the higher OALA on economic activity, financial transfers from non-co-resident adult children, household income, household expenditure, income-based poverty, and expenditure-based poverty among Hong Kong's older adults. Supported by three waves of data collected in 2015, 2017, and 2019 from a sample, we designed a quasi-experiment and estimated the triple differences in the six outcome variables. The findings show that the higher OALA impacted the institutionalized life course by reducing financial transfers from non-co-resident adult children and significantly increased income-based and expenditure-based poverty. Findings reveal the crowding-out effect of the higher OALA and motivate a discussion of the nature of reduced financial transfers from non-co-resident adult children among older adults in Hong Kong.",None,Social pension reform and poverty among older people in Hong Kong: Triple difference estimations,https://www.sciencedirect.com/science/article/pii/S2214804323000526,30 April 2023,2023,Research Article,10.0
"Beam Emily A.,Masatioglu Yusufcan,Watson Tara,Yang Dean","Department of Economics, University of Vermont, 233 Old Mill, Burlington, VT 05405, USA,Department of Economics, University of Maryland, 3114 Tydings Hall, 7343 Preinkert Dr., College Park, MD 20742, USA,Department of Economics, Williams College, 24 Hopkins Hall Drive, Williamstown, MA 01267, USA,Ford School of Public Policy, University of Michigan, Weill Hall, 735 S. State St. #3315, Ann Arbor, MI 48109, USA","Received 2 March 2022, Revised 9 November 2022, Accepted 18 April 2023, Available online 28 April 2023, Version of Record 28 April 2023.",https://doi.org/10.1016/j.socec.2023.102022,Cited by (0),"We implement a field experiment designed to increase participants’ willingness to visit a health clinic. We find that framing a $50 incentive as a loss rather than a gain increases take-up, but we do not find support for the notion that loss aversion is responsible for the effectiveness of loss framing. Instead, it appears that loss framing promotes take-up by raising the perceived probability that the incentive will be provided as promised. The results suggest trust is an alternative pathway through which loss framing may affect behavior, and trust may be an important way to promote desirable health behaviors.",None,Loss aversion or lack of trust: Why does loss framing work to encourage preventive health behaviors?,https://www.sciencedirect.com/science/article/pii/S2214804323000484,28 April 2023,2023,Research Article,11.0
"Campos-Vazquez Raymundo M.,Krozer Alice,Ramírez-Álvarez Aurora A.","El Colegio de México, Center for Economic Studies, Carretera Picacho Ajusco 20, Col. Ampliación Fuentes del Pedregal, Mexico City, 14110,El Colegio de México, Center for Sociological Studies, Carretera Picacho Ajusco 20, Col. Ampliación Fuentes del Pedregal, Mexico City, 14110","Received 28 September 2022, Revised 14 April 2023, Accepted 23 April 2023, Available online 25 April 2023, Version of Record 28 April 2023.",https://doi.org/10.1016/j.socec.2023.102025,Cited by (0),"Using survey experiment data, we investigate whether individuals in Mexico modify their stated preferred tax rate as a function of the rate paid by the rich. Our experimental treatment finds that participants increase their willingness to pay taxes by approximately 2.3 percentage points, or 19 percent, when informed that the rich will pay 60 percent of their income in taxes instead of 30 percent (control group). The effect is not statistically significant for other scenarios, in which the rich pay 50, 40, or 20 percent relative to the control group. As participants know that the current tax rate for the rich is 30 percent, the experiment can measure the willingness to pay more in taxes as a function of the proposed rate for the rich. Our results show that people expect a progressive system and are willing to pay more if the rich pay much more. Moreover, this increase in willingness to pay taxes is driven mainly by individuals with high socioeconomic status and individuals whose trust in the government is above the median. Our findings are in line with experiments using public goods games with inequality in endowments that highlight the importance of social norms concerning the behavior of the rich. However, they contradict the predictions of traditional economic and political science models in which an increase in taxes paid by the rich decreases the tax rates that others are willing to pay.",None,Preferred tax rates depend on the rates paid by the rich,https://www.sciencedirect.com/science/article/pii/S2214804323000514,25 April 2023,2023,Research Article,12.0
"Bogliacino Francesco,Gómez Camilo,Grimalda Gianluca","Università degli Studi di Bergamo, Via dei Caniana, No 2, Bergamo, Italy,CERGE-EI, Czechia,Kiel Institute for the World Economy, Germany","Received 10 March 2022, Revised 4 April 2023, Accepted 18 April 2023, Available online 19 April 2023, Version of Record 24 April 2023.",https://doi.org/10.1016/j.socec.2023.102023,Cited by (0),"Victims of violence appear hypersensitive to cues and their brain reacts to triggers as if the past events were happening in the present. We assess to what extent recalling these negative experiences increases prosociality. We conduct two artefactual field experiments in Bogotá (Colombia) to test this hypothesis. Our methodological strategy is to experimentally manipulate the recall of violence, either through a direct question or through a monetary loss in participants’ experimental endowment. We interact these treatments with the degree of exposure to violence. We find that victims recalling experiences of urban violence act more prosocially in terms of trust, trustworthiness, and cooperation. The increase in prosociality favors residents in the same city district as the participant (ingroup bias). However, the ingroup bias holds in trust decisions but not in cooperation games decisions.",None,Crime-related exposure to violence and prosocial behavior: Experimental evidence from Colombia,https://www.sciencedirect.com/science/article/pii/S2214804323000496,19 April 2023,2023,Research Article,13.0
"Victor Vijay,Nair Aparna M.,Meyer Daniel Francois","Accounting, Economics and Finance Area, T A Pai Management Institute, Manipal Academy of Higher Education, Manipal 576104, India,Department of Economics, CHRIST (Deemed to be University), Bangalore 560029, India,College of Business and Economics, University of Johannesburg, Auckland Park 2006, South Africa","Received 13 September 2022, Revised 11 April 2023, Accepted 13 April 2023, Available online 16 April 2023, Version of Record 27 April 2023.",https://doi.org/10.1016/j.socec.2023.102020,Cited by (0),"In recent years, nudges and choice architecture have gained significant attention amongst researchers, particularly in the domain of public policymaking. This study contributes to the existing literature on the application of nudges and choice architecture in public policy through a bibliometric analysis. A total of 419 documents from the Web of Science database from 2010 to 2021 were analysed, identifying the most prolific authors, foundational works, and sources, along with primary research themes. The study identifies keywords and themes that shape the current research trends and visualizes the intellectual structure of empirical works. The findings show an increasing focus on this subject area over the past decade, with a growing interest in themes such as dietary habits, healthcare, effectiveness of behavioral interventions, and sustainable choices. The application of nudges and choice architecture in policies related to health, food consumption, and diet management has also become increasingly prevalent as evidenced by the exponential growth in publications on these topics.",None,Nudges and choice architecture in public policy: A bibliometric analysis,https://www.sciencedirect.com/science/article/pii/S2214804323000460,16 April 2023,2023,Research Article,14.0
"Daum-Avital Liora,Azar Ofer H.","Guilford Glazer Faculty of Business and Management, Ben-Gurion University of the Negev, P.O.B. 653, Beer-Sheva 84105, Israel","Received 17 December 2022, Revised 4 April 2023, Accepted 7 April 2023, Available online 7 April 2023, Version of Record 17 April 2023.",https://doi.org/10.1016/j.socec.2023.102019,Cited by (0),"This research analyzes gift-giving and gift-receiving in the Israeli society. We examine the behavior and norms that Israelis adopt for ceremonial occasions such as weddings, Bar/Bat Mitzvah, birth celebrations and birthdays, in order to understand the abandonment of personal gifts and the embracing of monetary gifts instead. An online survey was sent to a diverse sample of participants all over Israel. We included in the sample secular, traditional, religious and ultra-orthodox respondents in order to examine possible differences in gift-giving norms between these populations. We also analyzed how ethnicity and additional ==== affect various behaviors and perceptions related to gift giving. The results show that there is a rejection of personal gifts and a preference for monetary gifts. Compared to monetary gifts, personal gifts are perceived as more personal and having a sentimental value, but also as more disrespectful, cheap, inappropriate and unappreciated, and less practical and functional. We also discuss the business implications of the social norm of giving monetary gifts. This norm allows to organize more expensive events and benefits the event halls, which in turn encourage high spending of hosts based on expected gifts, by allowing them to pay most of the amount after the event.",None,Courtesy versus efficiency: Personal gifts and monetary gifts – Preferences and norms in Israeli society,https://www.sciencedirect.com/science/article/pii/S2214804323000459,7 April 2023,2023,Research Article,15.0
"Vandenbruaene Jonas,De Ceuster Marc,Annaert Jan","Department of Accountancy and Finance, University of Antwerp, Belgium,Antwerp Management School, Antwerp, Belgium","Received 17 May 2022, Revised 16 February 2023, Accepted 21 March 2023, Available online 6 April 2023, Version of Record 11 April 2023.",https://doi.org/10.1016/j.socec.2023.102014,Cited by (0),"The presence of time series momentum in the returns of financial assets puzzles economists. We show that this anomaly is also present in sports betting, a seemingly unrelated market and a near-laboratory setting. We find both a statistically significant and economically meaningful difference between the returns of bets on recent winners compared to recent losers. These differences are not due to rational compensations for variance or skewness, but are in line with underreaction. The bookmakers do not appear to react efficiently to new information.",None,Does time series momentum also exist outside traditional financial markets? Near-laboratory evidence from sports betting,https://www.sciencedirect.com/science/article/pii/S221480432300040X,6 April 2023,2023,Research Article,16.0
"Evans Andrew E.,Crosby Paul,Shin Sunny Y.","Macquarie University, Macquarie Park, NSW, 2109, Australia","Received 25 January 2023, Revised 30 March 2023, Accepted 3 April 2023, Available online 5 April 2023, Version of Record 17 April 2023.",https://doi.org/10.1016/j.socec.2023.102016,Cited by (0),"This study examines the link between psychological momentum and performance. In sporting settings, the notion that prior performance may influence future outcomes is a familiar one to fans and athletes alike. However, the identification of a causal relationship between psychological momentum and subsequent performance is complicated by the need to control for the ability of a player and the situational context. Furthermore, studies focused on professional athletes may understate results due to the well-practiced nature of such individuals. To address these challenges, we develop a novel method of isolating the effects of a change in psychological momentum. Using data from club golf competitions, we find evidence of a cold-hand effect among both male and female players. We also find evidence of a hot-hand effect among male players only. Investigations into the individual playing characteristics that drive psychological momentum reveal that male players who can keep a cool head during periods of success and failure perform better. Conversely, males who are prone to cold-hand effects perform worse. Our results can be placed in context with the existing literature, which primarily examines professional athletes.",None,Psychological momentum among non-experts: Evidence from club golfers,https://www.sciencedirect.com/science/article/pii/S2214804323000423,5 April 2023,2023,Research Article,17.0
"Andersson Henrik,Ouvrard Benjamin","Toulouse School of Economics, University of Toulouse Capitole, Toulouse, France,Toulouse School of Economics, INRAE, University of Toulouse Capitole, Toulouse, France,Université Grenoble Alpes, INRAE, UMR GAEL, Grenoble, France","Received 8 April 2022, Revised 19 October 2022, Accepted 17 March 2023, Available online 3 April 2023, Version of Record 5 April 2023.",https://doi.org/10.1016/j.socec.2023.102013,Cited by (0),"Using a discrete choice experiment this study examines whether different types of priming may influence the respondents’ answers when choosing between different policies aimed at reducing the mortality risk due to ambient air pollution. We focus on two types of priming: (i) two versions of an oath where respondents commit to answer truthfully during the survey, and (ii) a priming scenario that combines information about the social cost of ambient air pollution and questions on the respondents’ experiences related to the topic. To test the robustness of the findings the same survey is implemented in two different countries, the United States (US) and the United Kingdom (UK). Results show that respondents behave as expected in the choice situations and the two estimates of the value of statistical life (VSL) obtained are in line with values recommended for policy purposes in both countries. Regarding the priming treatments, we find that the oath treatments have different effects in the US and in the UK, and that the priming scenario has an effect on those who have already been suffering from air pollution (US), or on those who are willing to change and undertake actions to protect the environment (UK).",None,Priming and the value of a statistical life: A cross country comparison,https://www.sciencedirect.com/science/article/pii/S2214804323000393,3 April 2023,2023,Research Article,18.0
"Johnsen Åshild A.,Finseraas Henning,Hanson Torbjørn,Kotsadam Andreas","Norwegian University of Science and Technology, Norway,The Norwegian Defence Research Establishment (FFI), Norway,Ragnar Frisch Centre for Economic Research, Oslo, Norway,Oslo Metropolitan University, Norway","Received 2 November 2021, Revised 23 August 2022, Accepted 23 March 2023, Available online 31 March 2023, Version of Record 14 April 2023.",https://doi.org/10.1016/j.socec.2023.102015,Cited by (0),"Men are more competitive than women, but we do not know how stable competitive preferences are. We conduct a pre-registered data collection in the Norwegian Armed Forces, a traditionally male environment, using survey measures of competitiveness that are known to be correlated with competitive behavior in the lab. We find that there is selection into the environment but that there is still a ==== at baseline. We further find that the competitive preferences become stronger for both women and men over a period of eight weeks. The changes are large enough to eliminate the initial gender gap if only women had been exposed to the setting.",None,The malleability of competitive preferences,https://www.sciencedirect.com/science/article/pii/S2214804323000411,31 March 2023,2023,Research Article,19.0
"Maggioni Mario A.,Rossignoli Domenico","CSCC, DISEIS and HuRoLab, Università Cattolica del Sacro Cuore, Largo Gemelli,1, Milano, 20123, Italy","Received 11 August 2022, Revised 22 February 2023, Accepted 15 March 2023, Available online 24 March 2023, Version of Record 28 March 2023.",https://doi.org/10.1016/j.socec.2023.102011,Cited by (1),"This paper presents the results of a behavioral experiment conducted between February 2020 and March 2021 on a sample of about 500 university students that were randomly matched with either a human or a humanoid robot partner to play an iterated Prisoner’s Dilemma, to test whether their choices were influenced by the nature and behavior of their partner. The results show that subjects are more likely to cooperate with human rather than with robotic partners; that they are more likely to cooperate after receiving a verbal reaction following a sub-optimal social outcome; and that the effect of the verbal reaction is not dependent on the nature of the partner. Our findings provide new evidence on the effects of verbal communication in strategic frameworks that involves humanoid robotic partners. The results are robust to: the exclusion of students of Economics-related subjects, the inclusion of a set of psychological and behavioral controls, the subjects’ perception on robots’ behavior, and gender biases in human–human interactions.",None,If it looks like a human and speaks like a human ... Communication and cooperation in strategic Human–Robot interactions,https://www.sciencedirect.com/science/article/pii/S221480432300037X,24 March 2023,2023,Research Article,20.0
"Bogliacino Francesco,Mantilla César,Niño Daniel","University of Bergamo, Italy,Economics Department, Universidad del Rosario, Colombia,Universidad Nacional de Colombia, Colombia","Received 20 November 2022, Revised 6 March 2023, Accepted 8 March 2023, Available online 16 March 2023, Version of Record 20 March 2023.",https://doi.org/10.1016/j.socec.2023.102006,Cited by (0),"We study how the allocation of power in a voting procedure affects the regulation and extraction of environmental public goods. In an appropriation game experiment, different endowments induce heterogeneous preferences among the three group members regarding their preferred quota, aimed at increasing social efficiency by restricting aggregate extraction. The players vote by submitting a proposal; one among the submitted proposals is implemented, selected at random, but across treatments, we vary the odds that a type sets the regulation.====Participants vote for their selfishly preferred quota between half and two-thirds of the time. Although setting quotas decreased aggregate extraction by roughly 10%, we do not find differences between treatments. Once quotas are removed, extraction rises back to inefficient levels. Our results suggest that, although participants are reciprocal, they neglect the positive equilibrium effects of a stricter regulation.",None,Economic incentives and political inequality in the management of environmental public goods,https://www.sciencedirect.com/science/article/pii/S2214804323000320,16 March 2023,2023,Research Article,21.0
"Kephart Curtis,Munro David","RStudio Inc., United States of America,Department of Economics, Middlebury College, United States of America","Received 7 June 2022, Revised 9 March 2023, Accepted 10 March 2023, Available online 15 March 2023, Version of Record 22 March 2023.",https://doi.org/10.1016/j.socec.2023.102007,Cited by (0),"The response of prices and mark-ups to economic shocks plays a crucial role in shaping how the economy adjusts. We explore the role that market concentration plays in determining the responsiveness of prices to different shocks. Using a model of oligopolistic competition we show that the sensitivity of prices and mark-ups depend on the type of shocks and the degree of implicit collusion formed in a market. For a given type of shock, different degrees of collusion can generate dramatically different magnitudes in the responsiveness prices and mark-ups, and in some cases even reverse the direction of the response. We test these predictions in laboratory price setting games and find that in smaller markets collusive behavior is formed more readily and this has an important impact on the response of prices and mark-ups to the different shocks.",None,Market concentration and the responsiveness of prices and mark-ups,https://www.sciencedirect.com/science/article/pii/S2214804323000332,15 March 2023,2023,Research Article,22.0
