name,institution,publish_date,doi,cite,abstract,introduction,Title,Url,Time,Year,Type,Unnamed: 0
Maheshwari Aditya,"Operations Management and Quantitative Techniques Area, Indian Institute of Management Indore, Indore 453556, India","Received 20 April 2022, Revised 21 December 2022, Accepted 25 January 2023, Available online 2 February 2023, Version of Record 3 February 2023.",https://doi.org/10.1016/j.spl.2023.109799,Cited by (0),"’s. The LRD property for the TSFPP process is also investigated. Finally, we present simulated sample paths for both the TSFPP and the TSFNBP.",None,Tempered space fractional negative binomial process,https://www.sciencedirect.com/science/article/pii/S0167715223000238,2 February 2023,2023,Research Article,51.0
"Iuliano Antonella,Macci Claudio","Dipartimento di Matematica, Informatica ed Economia, Università degli Studi della Basilicata, Via dell’Ateneo Lucano 10 (Campus di Macchia Romana), I-85100 Potenza, Italy,Dipartimento di Matematica, Università di Roma Tor Vergata, Via della Ricerca Scientifica, I-00133 Rome, Italy","Received 19 October 2022, Accepted 27 January 2023, Available online 30 January 2023, Version of Record 3 February 2023.",https://doi.org/10.1016/j.spl.2023.109800,Cited by (0),A telegraph process with an elastic barrier at the origin was studied in Di Crescenzo et al. (2018); in particular the number of visits of the origin before the absorption is a geometric distributed random variable ====. Some asymptotic results (large and moderate deviations) for that model were obtained in Macci et al. (2021). In this paper we study large and moderate deviations for a generalized model where ==== is a light-tailed distributed random variable.,None,Asymptotic results for the absorption time of telegraph processes with a non-standard barrier at the origin,https://www.sciencedirect.com/science/article/pii/S016771522300024X,30 January 2023,2023,Research Article,52.0
Zou Nan,"School of Mathematical and Physical Sciences, Macquarie University, Sydney, Australia","Received 11 February 2022, Revised 4 January 2023, Accepted 9 January 2023, Available online 19 January 2023, Version of Record 20 January 2023.",https://doi.org/10.1016/j.spl.2023.109790,Cited by (0), and the overall mean squared error.,None,Reweighted madogram-type estimator of Pickands dependence function,https://www.sciencedirect.com/science/article/pii/S0167715223000147,19 January 2023,2023,Research Article,53.0
"Miller Joshua C.,Stepanova Natalia A.","School of Mathematics and Statistics, Carleton University, 1125 Colonel By Drive, Ottawa, Ontario K1S 5B6, Canada","Received 4 July 2022, Revised 2 January 2023, Accepted 9 January 2023, Available online 11 January 2023, Version of Record 11 February 2023.",https://doi.org/10.1016/j.spl.2023.109791,Cited by (0),"In this article, we study the problem of high-dimensional variable selection. Specifically, we consider a single vector ==== from a sparse sequence model with Subbotin noise and derive the regions of variable selection with respect to a Hamming loss function.",None,Adaptive signal recovery with Subbotin noise,https://www.sciencedirect.com/science/article/pii/S0167715223000159,11 January 2023,2023,Research Article,54.0
Stewart Jonathan R.,"Department of Statistics, Florida State University, 117 N Woodward Ave, Tallahassee, FL 32306-4330, United States of America","Received 16 December 2021, Revised 30 December 2022, Accepted 31 December 2022, Available online 11 January 2023, Version of Record 14 January 2023.",https://doi.org/10.1016/j.spl.2023.109779,Cited by (0)," to identify the nodes in an Erdős-Rényi random graph through egocentric sampling We derive the exact distribution of ==== and give an exact formula for computing the mean time ==== as a function of the size of the network. We explore how ==== with network size in both sparse and dense random graphs, highlighting special cases that demonstrate sub-linear scaling of ==== with the size of the network. All theoretical results are non-asymptotic. Lastly, we discuss possible extensions to classes of random graphs beyond Erdős-Rényi random graphs.",None,On the time to identify the nodes in a random graph,https://www.sciencedirect.com/science/article/pii/S0167715223000032,11 January 2023,2023,Research Article,55.0
"Wang Juan,Wang Xueke,Li Junping","University of Shanghai for Science and Technology, China,Central South University, China","Received 2 March 2022, Revised 22 November 2022, Accepted 2 January 2023, Available online 11 January 2023, Version of Record 12 January 2023.",https://doi.org/10.1016/j.spl.2023.109782,Cited by (0),"Let {====} be a Markov branching process (MBP). There exists a well-known sequence ==== such that ==== a.s. converges to a non-degenerate random variable ==== as ==== and ==== with ==== as ==== for MBPs, which helps to study large deviations of ",None,Asymptotic behavior for supercritical branching processes,https://www.sciencedirect.com/science/article/pii/S0167715223000068,11 January 2023,2023,Research Article,56.0
Ahmed Hamdy M.,"Department of Physics and Engineering Mathematics, Higher Institute of Engineering, El Shorouk Academy, El Shorouk City, Cairo, Egypt,CHP-LCOCS, School of Mathematics and Statistics, Hunan Normal University, Changsha 410081, China","Received 19 July 2022, Revised 10 November 2022, Accepted 2 January 2023, Available online 10 January 2023, Version of Record 11 January 2023.",https://doi.org/10.1016/j.spl.2023.109781,Cited by (0),"In this study, we deal with the control system described by nonlocal Hilfer fractional differential inclusions with Clarke ==== and nonlinear noise. By using fractional calculus, stochastic analysis, properties of Clarke subdifferential and non-smooth analysis, nonlocal controllability for the considered problem are established. Finally, an example is given to illustrate the obtained results.",None,Exploration nonlocal controllability for Hilfer fractional differential inclusions with Clarke subdifferential and nonlinear noise,https://www.sciencedirect.com/science/article/pii/S0167715223000056,10 January 2023,2023,Research Article,57.0
"Sen Ankita,Selvaraju N.","Department of Mathematics, Indian Institute of Technology Guwahati, Guwahati 781039, India","Received 6 October 2021, Revised 9 December 2022, Accepted 31 December 2022, Available online 9 January 2023, Version of Record 14 January 2023.",https://doi.org/10.1016/j.spl.2023.109778,Cited by (0),We consider an infinite-server queue with Markov-modulated non-homogeneous arrival and service processes. We adopt the martingale ,None,Diffusion approximation of an infinite-server queue under Markovian environment with rapid switching,https://www.sciencedirect.com/science/article/pii/S0167715223000020,9 January 2023,2023,Research Article,58.0
"Ma Li,Li Yujing","Key Laboratory of the Ministry of education, Department of Mathematics and Statistics, Hainan Normal University, Haikou 571158, China,CHP-LCOCS, the School of Mathematics and Statistics, Hunan Normal University, Changsha 410082, China","Received 16 June 2022, Revised 9 November 2022, Accepted 31 December 2022, Available online 9 January 2023, Version of Record 12 January 2023.",https://doi.org/10.1016/j.spl.2023.109777,Cited by (0),"The regularity and stability of the solution to a class of stochastic ==== driven by G-Lévy processes are studied in this paper. Firstly, we introduce a new Burkholder–Davis–Gundy (BDG) inequality involving the jump measure. Secondly, we use the BDG inequality to establish the existence and uniqueness of the solution under non-Lipschitz condition. Thirdly, we establish the existence, uniqueness, quasi-sure exponential stability and ====th moment exponential stability of the solution under ==== and one-sided polynomial growth condition.",None,Stability analysis for a class of stochastic delay nonlinear systems driven by G-Lévy Process,https://www.sciencedirect.com/science/article/pii/S0167715223000019,9 January 2023,2023,Research Article,59.0
"Ghaffari N.,Walker S.G.","Department of Statistics and Data Sciences and Department of Mathematics, University of Austin at Texas, United States of America","Received 11 January 2021, Revised 9 May 2022, Accepted 5 January 2023, Available online 9 January 2023, Version of Record 18 January 2023.",https://doi.org/10.1016/j.spl.2023.109788,Cited by (0), distributions is presented.,None, barycenters for radially related distributions,https://www.sciencedirect.com/science/article/pii/S0167715223000123,9 January 2023,2023,Research Article,60.0
"Bareche Aîcha,Bibi Abdelouahab","Department of Mathematics, University Constantine(1), Constantine, Algeria,Department of Mathematics, Larbi Ben M’hidi University, O.E.B., Algeria","Received 28 May 2022, Revised 1 December 2022, Accepted 2 January 2023, Available online 7 January 2023, Version of Record 14 January 2023.",https://doi.org/10.1016/j.spl.2023.109787,Cited by (0)," exhibiting sharp, and large variations. These sharp and large variations  are linked to information arrivals and/or represent sudden events, and hence we have a model with jumps. For this purpose, by substituting the usual deterministic time ==== as a subordinator ==== in a stochastic process ==== we obtain a new process ==== whose stochastic time is dominated by the subordinator ====. Therefore, we propose in this paper an alternative approach based on a combination of the continuous-time bilinear (====) process subordinated by a Poisson process (that it is a Levy process) which permits us to introduce further randomness for the phenomena which exhibit either a speeded up or slowed down behavior. So, the main probabilistic properties of such models are studied and the explicit expression of the higher-order moments properties are given.",None,On inverse-Gamma distribution delayed by Poisson process,https://www.sciencedirect.com/science/article/pii/S0167715223000111,7 January 2023,2023,Research Article,61.0
"Yuan Mingxia,Wang Bingjun,Yang Zhiyan","Nanjing Vocational Institute of Transport Technology, Nanjing 211188, PR China,Jinling Institute of Technology, Nanjing 211169, PR China,Nanjing Institute of Technology, Nanjing 211167, PR China","Received 19 September 2022, Revised 20 November 2022, Accepted 5 January 2023, Available online 7 January 2023, Version of Record 13 January 2023.",https://doi.org/10.1016/j.spl.2023.109789,Cited by (0),"-Lévy process. By the BDG inequality for ====-stochastic calculus with respect to ====-Lévy process, we show that the solution of averaged stochastic differential equation driven by ====-Lévy process converges to that of the standard one, under non-Lipschitz condition, in the mean square sense and also in capacity. An example is presented to illustrate the efficiency of the obtained results.",None,On the averaging principle for stochastic differential equations driven by ,https://www.sciencedirect.com/science/article/pii/S0167715223000135,7 January 2023,2023,Research Article,62.0
Colwell David B.,"University of New South Wales, Sydney, Australia","Received 24 July 2022, Revised 6 December 2022, Accepted 2 January 2023, Available online 6 January 2023, Version of Record 11 January 2023.",https://doi.org/10.1016/j.spl.2023.109786,Cited by (0),"In this paper we discuss three random variables associated with a finite state continuous-time ==== having a constant transition ====: the number of jumps between two different states, the amount of time spent in a given state, known as an occupation time, and the time it takes for the Markov chain to first reach a particular state, known as a hitting time or first passage time. First, we calculate expected values for each of these random variables. We then derive the ==== for these variables. Our approach is to use the vector/matrix representations of the various processes. Each solution is written in terms of an integral of the exponential of a matrix.",None,"Hitting times, number of jumps, and occupation times for continuous-time finite state Markov chains",https://www.sciencedirect.com/science/article/pii/S016771522300010X,6 January 2023,2023,Research Article,63.0
Valentić Ivana,"University of Zagreb, Department of Mathematics, Bijenička cesta 30, Zagreb, Croatia,University of Warwick, Department of Statistics, Coventry, CV4 7AL, UK","Received 15 April 2022, Revised 7 December 2022, Accepted 2 January 2023, Available online 5 January 2023, Version of Record 14 January 2023.",https://doi.org/10.1016/j.spl.2023.109784,Cited by (0),In this article we obtain a skew-product decomposition of a Brownian motion on an ellipsoid of dimension ====. We only consider such ellipsoid whose restriction to first ,None,Skew-product decomposition of Brownian motion on an ellipsoid,https://www.sciencedirect.com/science/article/pii/S0167715223000081,5 January 2023,2023,Research Article,64.0
"He Yuheng,Xue Xiaofeng","School of Mathematics and Statistics, Beijing Jiaotong University, Beijing 100044, China","Received 9 October 2021, Revised 11 December 2022, Accepted 2 January 2023, Available online 5 January 2023, Version of Record 9 January 2023.",https://doi.org/10.1016/j.spl.2023.109780,Cited by (0), of the density-dependent Markov chain introduced in Ethier and Kurtz (1986) is also given.,None,Moderate deviations of hitting times of a family of density-dependent Markov chains,https://www.sciencedirect.com/science/article/pii/S0167715223000044,5 January 2023,2023,Research Article,65.0
"Kamps Udo,Rauwolf Diana","Institute of Statistics, RWTH Aachen University, 52056 Aachen, Germany","Received 15 June 2022, Revised 19 December 2022, Accepted 2 January 2023, Available online 4 January 2023, Version of Record 7 January 2023.",https://doi.org/10.1016/j.spl.2023.109785,Cited by (0), occurrence times of a renewal process given ,None,A record-values property of a renewal process with random inspection time,https://www.sciencedirect.com/science/article/pii/S0167715223000093,4 January 2023,2023,Research Article,66.0
Tempelman Arkady,"Departments of Mathematics and Statistics, The Pennsylvania State University, United States of America","Received 25 July 2022, Revised 10 November 2022, Accepted 21 December 2022, Available online 31 December 2022, Version of Record 7 January 2023.",https://doi.org/10.1016/j.spl.2022.109767,Cited by (0),Let ====). We prove that the distribution function of each random vector ==== with infinitely increasing intrinsic diameters are used. We consider also the case when ==== is observed on a mixing homogeneous countable random set ,None,Generalization of the Glivenko–Cantelli theorem to finite-dimensional distributions of ergodic homogeneous random fields,https://www.sciencedirect.com/science/article/pii/S0167715222002802,31 December 2022,2022,Research Article,67.0
"Xie Jiansheng,Zhou Ruisong","School of Mathematical Sciences, Fudan University, Shanghai, 200433, Shanghai, China","Received 28 January 2022, Revised 13 December 2022, Accepted 21 December 2022, Available online 28 December 2022, Version of Record 11 January 2023.",https://doi.org/10.1016/j.spl.2022.109769,Cited by (0),"In this note we present a simple approach to SLLN. The original approach implicitly appeared in a joint work of Dvoretzky and Erdös in 1950, which was recorded by the first author in other co-works over sixty years later. We prove the redundancy of a condition in the previously recorded statement of the result, obtaining the current simpler one.",None,A note on an SLLN of Dvoretzky–Erdös Type,https://www.sciencedirect.com/science/article/pii/S0167715222002826,28 December 2022,2022,Research Article,68.0
"Bystrov Alexander A.,Volodko Nadezhda V.","Novosibirsk State University, 1, Pirogova str., 630090 Novosibirsk, Russia,Sobolev Institute of Mathematics of RAS, 4 Acad. Koptyug avenue, 630090 Novosibirsk, Russia","Received 20 January 2021, Revised 15 December 2022, Accepted 21 December 2022, Available online 28 December 2022, Version of Record 6 January 2023.",https://doi.org/10.1016/j.spl.2022.109763,Cited by (0),"Let ==== be the centered and normalized number of copies of a fixed graph ==== contained in the Erdös–Rényi graph with ==== vertices. We obtain upper exponential inequalities for the tail probabilities of ====, which are uniform in ====.",None,Exponential inequalities for the number of subgraphs in the Erdös–Rényi random graph,https://www.sciencedirect.com/science/article/pii/S0167715222002760,28 December 2022,2022,Research Article,69.0
"Betz Volker,Meiners Matthias,Tomic Ivana","Department of Mathematics, JLU Gießen, Arndstraße 2, 35392 Gießen, Germany,Department of Mathematics, TU Darmstadt, Schlossgartenstraße 7, 64289 Darmstadt, Germany","Received 30 August 2022, Revised 9 December 2022, Accepted 21 December 2022, Available online 28 December 2022, Version of Record 7 January 2023.",https://doi.org/10.1016/j.spl.2022.109765,Cited by (3),We consider a biased nearest-neighbor random walk on ,None,Speed function for biased random walks with traps,https://www.sciencedirect.com/science/article/pii/S0167715222002784,28 December 2022,2022,Research Article,70.0
Bardet Jean-Marc,"SAMM, Université Paris 1, 90 rue de Tolbiac, 75013 Paris, France","Received 17 September 2022, Revised 21 December 2022, Accepted 21 December 2022, Available online 27 December 2022, Version of Record 27 December 2022.",https://doi.org/10.1016/j.spl.2022.109764,Cited by (0),"In this paper, we provide an answer to the following question: In the particular case of a non-differentiable likelihood, is the formula for the BIC ==== the same? More precisely, we obtain the Laplace method for a sum-of-absolute-values function and we deduce that the usual BIC formula with penalty in ==== remains the same in the context of a selection of ==== by least absolute value regression.",None,Laplace’s method and BIC model selection for least absolute value criterion,https://www.sciencedirect.com/science/article/pii/S0167715222002772,27 December 2022,2022,Research Article,71.0
"Huong P.T.,The N.T.","Department of Mathematics, Le Quy Don Technical University, 236 Hoang Quoc Viet, Ha Noi, Viet Nam,Department of Mathematics, Vinh University, 182 Le Duan, Nghe An, Viet Nam","Received 28 April 2022, Revised 19 November 2022, Accepted 21 December 2022, Available online 26 December 2022, Version of Record 28 December 2022.",https://doi.org/10.1016/j.spl.2022.109768,Cited by (0),"This paper is devoted to build the well-posedness and regularity for solutions of Caputo stochastic fractional ==== (for short CSFDDE) of order ====. Firstly, under ==== of coefficients, we show a result on the existence and uniqueness of solutions. Secondly, under global Lipschitz condition of coefficients, we show the continuous dependence of solutions on the initial values and on the fractional exponent ==== and the regularity in time for solutions is also derived. The main ingredient in the proof is to use a temporally weighted norm, Banach fixed ==== and truncation procedure.",None,Well-posedness and regularity for solutions of Caputo stochastic fractional delay differential equations,https://www.sciencedirect.com/science/article/pii/S0167715222002814,26 December 2022,2022,Research Article,72.0
Peng Jingfu,"School of Statistics, Renmin University of China, Beijing 100872, China","Received 3 June 2022, Revised 9 November 2022, Accepted 21 December 2022, Available online 26 December 2022, Version of Record 30 December 2022.",https://doi.org/10.1016/j.spl.2022.109762,Cited by (0),This paper deals with the problem of estimating the mean of an infinite-dimensional Gaussian vector by the principle of minimizing unbiased risk estimation (URE). The aim is to obtain an adaptive estimator to mimic the oracle with the smallest squared ==== loss/risk in a given class of linear estimators ====. It is noticed that there is an essential balance between enlarging ==== for more efficient oracle risk and contracting ==== for the adaptivity to the oracle. This paper proves that this balance can be well achieved by minimizing URE in a list of intermediate classes between the projection and monotone classes. The resulting estimators are adaptive on the nonparametric space and have more efficient risks than the projection estimators under certain conditions.,None,Adaptive and efficient estimation in the Gaussian sequence model,https://www.sciencedirect.com/science/article/pii/S0167715222002759,26 December 2022,2022,Research Article,73.0
Mayer Alexander,"Università Ca’ Foscari, Venezia, Italy","Received 8 April 2022, Revised 7 December 2022, Accepted 17 December 2022, Available online 24 December 2022, Version of Record 27 December 2022.",https://doi.org/10.1016/j.spl.2022.109761,Cited by (0),’ parameter is estimated in a first step by nonlinear least squares from an auxiliary model.,None,Two-step estimation in linear regressions with adaptive learning,https://www.sciencedirect.com/science/article/pii/S0167715222002747,24 December 2022,2022,Research Article,74.0
"Wang Wei,Wang Xiulian","College of Mathematical Sciences, Tianjin Normal University, Tianjin, 300387, China","Received 24 August 2022, Revised 16 November 2022, Accepted 21 December 2022, Available online 24 December 2022, Version of Record 9 January 2023.",https://doi.org/10.1016/j.spl.2022.109766,Cited by (0),"In this work, we consider the ====-stable processes. Sufficient conditions are given to guarantee the existence and uniqueness of the stationary distribution for the ====. Last, an example is given to illustrate the results.",None,Stationary distributions for stochastic differential equations with memory driven by ,https://www.sciencedirect.com/science/article/pii/S0167715222002796,24 December 2022,2022,Research Article,75.0
Lassance Nathan,"LFIN/LIDAM, UCLouvain, Chaussée de Binche 151, Mons, 5000, Belgium","Received 11 October 2022, Revised 24 November 2022, Accepted 10 December 2022, Available online 17 December 2022, Version of Record 20 December 2022.",https://doi.org/10.1016/j.spl.2022.109760,Cited by (0),"We derive an analytical solution to the optimal shrinkage of OLS ==== toward a constant target, under any first two moments of predictors. The estimator closely mimics the prediction performance of ridge penalty, which admits no general analytical solution.",None,An analytical shrinkage estimator for linear regression,https://www.sciencedirect.com/science/article/pii/S0167715222002735,17 December 2022,2022,Research Article,76.0
"Masmoudi Afif,Rejeb Hajer","Sfax University, Faculty of Sciences, Laboratory of Probability and Statistics, B.P. 1171, CP 3038, Tunisia","Received 27 June 2022, Revised 29 October 2022, Accepted 1 December 2022, Available online 13 December 2022, Version of Record 20 December 2022.",https://doi.org/10.1016/j.spl.2022.109757,Cited by (0),"In this research paper, we investigate an infinitely divisible ====, with parameters ==== and ==== is supposed to be a symmetric positive definite ==== matrix. We also display some of its fundamental properties. Additionally, we identify the link between this multivariate gamma distribution and the Wishart one, which leads us to prove that ",None,Infinitely divisible matrix gamma distribution: Asymptotic behaviour and parameters estimation,https://www.sciencedirect.com/science/article/pii/S016771522200270X,13 December 2022,2022,Research Article,77.0
Zhang Qingyang,"Department of Mathematical Sciences, University of Arkansas, AR 72701, United States of America","Received 3 May 2022, Revised 19 October 2022, Accepted 5 December 2022, Available online 11 December 2022, Version of Record 19 December 2022.",https://doi.org/10.1016/j.spl.2022.109759,Cited by (2),"Chatterjee (2021) introduced an asymmetric correlation measure that has attracted much attention over the past year. In this paper, we derive the ==== of the symmetric version of Chatterjee’s correlation, and suggest a finite sample test for independence.",None,On the asymptotic null distribution of the symmetrized Chatterjee’s correlation coefficient,https://www.sciencedirect.com/science/article/pii/S0167715222002723,11 December 2022,2022,Research Article,78.0
"Choi Woohyun,Kim Ilmun","Department of Statistics and Data Science, Yonsei University, Republic of Korea,Department of Statistics and Data Science, Department of Applied Statistics, Yonsei University, Republic of Korea","Received 4 December 2021, Revised 21 November 2022, Accepted 26 November 2022, Available online 5 December 2022, Version of Record 13 December 2022.",https://doi.org/10.1016/j.spl.2022.109748,Cited by (1),"-values multiplied by the factor of 2 is a valid ====-value under arbitrary dependence among ====-values. Moreover, this constant factor cannot be improved in general without additional assumptions. Given this classical result, we study the average of ",None,Averaging ,https://www.sciencedirect.com/science/article/pii/S0167715222002619,5 December 2022,2022,Research Article,79.0
"Kundu Anupam,Pourahmadi Mohsen","Yale School of Public Health, Cooperative Studies Program Coordinating Center, US Department of Veterans Affairs, 950 Campbell Ave, CT 06516, United States of America,Department of Statistics, Texas A&M University, 3143 TAMU, College Station, TX 77843-3143, United States of America","Received 18 October 2021, Revised 5 August 2022, Accepted 20 November 2022, Available online 5 December 2022, Version of Record 20 December 2022.",https://doi.org/10.1016/j.spl.2022.109745,Cited by (0),We study estimation of the mean-covariance under the joint constraint ==== involving ,None,Bayesian estimation of constrained mean-covariance of normal distributions,https://www.sciencedirect.com/science/article/pii/S0167715222002589,5 December 2022,2022,Research Article,80.0
Forcina Antonio,"Department of Economics, University of Perugia, via Pascoli 10, Perugia, 06100, Umbria, Italy","Received 11 June 2022, Revised 25 August 2022, Accepted 24 October 2022, Available online 26 November 2022, Version of Record 9 December 2022.",https://doi.org/10.1016/j.spl.2022.109731,Cited by (0),"After reviewing some not well known results about marginal log-linear models, the paper derives some new ones and shows how they might be relevant in mediation analysis when all variables are categorical. By focusing on the interactions between treatment and response, both marginally and jointly with respect to the mediating variables, a new relation between these parameters is derived. In addition, the paper describes a new class of models in which ==== may be imposed simultaneously on these two sets of interaction parameters. An application to education transmission from parents to their children is used as an illustration.",None,Marginal log-linear models and mediation analysis,https://www.sciencedirect.com/science/article/pii/S0167715222002449,26 November 2022,2022,Research Article,81.0
"Choi Jin-young,Lee Goeun,Lee Myoung-jae","Division of Economics, Hankuk University of Foreign Studies, 107, Imun-ro, Dongdaemun-gu, Seoul, 02450, South Korea,Jinhe Center for Economic Research, Xi’an Jiaotong University, 28, Xianning West Road, Xi’an, Shaanxi, 710049, China,Department of Economics, Korea University, 145, Anam-ro, Seongbuk-gu, Seoul, 02841, South Korea","Received 13 June 2022, Revised 24 October 2022, Accepted 20 November 2022, Available online 26 November 2022, Version of Record 1 February 2023.",https://doi.org/10.1016/j.spl.2022.109747,Cited by (0),"In finding ====-heterogeneous effects of an endogenous treatment ==== on a response ==== where ==== is available, we overcome the ====-dimension problem, by conditioning on the “control propensity score” ====. We propose two estimators allowing for any form of ====.",None,Endogenous treatment effect for any response conditional on control propensity score,https://www.sciencedirect.com/science/article/pii/S0167715222002607,26 November 2022,2022,Research Article,82.0
Vellaisamy P.,"Department of Statistics and Probability, Michigan State University, East Lansing, MI 48824, USA,Department of Mathematics, Indian Institute of Technology Bombay, Powai, Mumbai 400076, India","Received 10 November 2022, Accepted 16 November 2022, Available online 25 November 2022, Version of Record 9 December 2022.",https://doi.org/10.1016/j.spl.2022.109743,Cited by (0),"In this paper, we first derive some explicit formulas for the computation of the ====-th order divergence operator in Malliavin calculus for the one-dimensional case. We then extend these results to the case of isonormal Gaussian space. Our results generalize some of the known results for the divergence operator. Our approach in deriving the formulas is new and simple.",None,Formulas for the divergence operator in isonormal Gaussian space,https://www.sciencedirect.com/science/article/pii/S0167715222002565,25 November 2022,2022,Research Article,83.0
"Liu Yu,Zhuang Xiaoyang","College of Mathematics and Science, Shanghai Normal University, Shanghai 200234, China,College of Statistics, Huaqiao University, Xiamen 361021, China","Received 5 May 2022, Revised 24 October 2022, Accepted 20 November 2022, Available online 24 November 2022, Version of Record 5 December 2022.",https://doi.org/10.1016/j.spl.2022.109746,Cited by (1),"In this paper, we develop a ==== for semi-parametric spatial autoregressive panel data model with fixed effects. Its asymptotic and oracle properties are proved and its finite-sample performance is investigated. The method is also verified with one real data.",None,Shrinkage estimation of semi-parametric spatial autoregressive panel data model with fixed effects,https://www.sciencedirect.com/science/article/pii/S0167715222002590,24 November 2022,2022,Research Article,84.0
Weissman Ishay,"Faculty of industrial Engineering and Management, Technion, Haifa, Israel","Received 15 May 2022, Accepted 15 November 2022, Available online 24 November 2022, Version of Record 30 November 2022.",https://doi.org/10.1016/j.spl.2022.109741,Cited by (0),"In a recent paper by Alhakim and Molchanov (2019), the authors deal with a certain sum of independent and identically distributed random variables and with its limiting distribution. The authors derive very interesting properties of the limiting distribution, unaware of the fact that it has been previously studied and referred to in the literature as the Dickman distribution. In this letter we compare the results to existing literature and make some historical notes. At the end we derive some extensions to Alhakim and Molchanov’s results.",None,Some comments on “The density flatness phenomenon” by Alhakim and Molchanov and the Dickman distribution,https://www.sciencedirect.com/science/article/pii/S0167715222002541,24 November 2022,2022,Research Article,85.0
"Barabesi Lucio,Pratelli Luca,Rigo Pietro","Dipartimento di Economia Politica e Statistica, Università di Siena, via San Francesco 7, 53100 Siena, Italy,Accademia Navale, viale Italia 72, 57100 Livorno, Italy,Dipartimento di Scienze Statistiche “P. Fortunati”, Universita’ di Bologna, via delle Belle Arti 41, 40126 Bologna, Italy","Received 25 October 2021, Accepted 16 November 2022, Available online 24 November 2022, Version of Record 7 December 2022.",https://doi.org/10.1016/j.spl.2022.109744,Cited by (4),"Let ====, where ==== is a positive integer and ==== and ====. Vašek Chvátal conjectured that, for fixed ====, ==== attains its minimum when ==== is the integer closest to ====. As shown by Svante Janson, this conjecture is true for large ====. Here, we prove that the conjecture is actually true for every ====.",None,On the Chvátal–Janson conjecture,https://www.sciencedirect.com/science/article/pii/S0167715222002577,24 November 2022,2022,Research Article,86.0
"Huang Chuying,Wang Xu","School of Mathematics and Statistics & FJKLMAA, Fujian Normal University, Fuzhou 350117, China,LSEC, ICMSEC, Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Beijing 100190, China,School of Mathematical Sciences, University of Chinese Academy of Sciences, Beijing 100049, China","Received 10 July 2022, Revised 21 October 2022, Accepted 16 November 2022, Available online 19 November 2022, Version of Record 2 December 2022.",https://doi.org/10.1016/j.spl.2022.109742,Cited by (0)," and the drift coefficient is not required to be bounded. The Malliavin calculus, the rough path theory and the 2D Young integral are utilized to overcome the difficulties caused by the low regularity of the fractional Brownian motion and the unboundedness of the drift coefficient. The Euler scheme is proved to have strong order ==== for the case that the drift coefficient has bounded derivatives up to order three and have strong order ==== for linear cases.",None,Strong convergence rate of the Euler scheme for SDEs driven by additive rough fractional noises,https://www.sciencedirect.com/science/article/pii/S0167715222002553,19 November 2022,2022,Research Article,87.0
"Choi Michael C.H.,Huang Zhipeng","Department of Statistics and Data Sciene and Yale-NUS College, National University of Singapore, Singapore,School of Data Science, The Chinese University of Hong Kong, Shenzhen, Guangdong, 518172, PR China","Received 12 July 2022, Revised 13 September 2022, Accepted 9 November 2022, Available online 17 November 2022, Version of Record 23 November 2022.",https://doi.org/10.1016/j.spl.2022.109739,Cited by (0)," and stationary distribution ==== in terms of graph-theoretic parameters associated with the graph of ====. For a class of non-stochastic matrices ==== associated with ====, recently introduced by the first author in Choi (2020) and Choi and Huang (2020), we prove a generalized version of Markov chain tree theorem in terms of graph-theoretic quantities of ====, and we show that they enjoy similar properties as their counterparts of ==== even though ==== is non-stochastic. We hope to shed lights on how concepts and results originated from the Markov chain literature, such as the Markov chain tree theorem, Kemeny’s constant or the notion of hitting time, can possibly be extended and generalized to a broader class of non-stochastic matrices via introducing appropriate graph-theoretic parameters. In particular, when ==== is reversible, the results of this paper reduce to the results of ====.",None,Generalized Markov chain tree theorem and Kemeny’s constant for a class of non-Markovian matrices,https://www.sciencedirect.com/science/article/pii/S0167715222002528,17 November 2022,2022,Research Article,88.0
"Feng Qunqiang,Li Xing,Hu Zhishui","Department of Statistics and Finance, School of Management, University of Science and Technology of China, Hefei 230026, China","Received 16 July 2022, Revised 30 October 2022, Accepted 9 November 2022, Available online 17 November 2022, Version of Record 28 November 2022.",https://doi.org/10.1016/j.spl.2022.109740,Cited by (0),"In this paper we propose an evolving network model, which is a randomized version of the pseudofractal graphs by introducing an evolutionary parameter ",None,Asymptotic degree distribution in a homogeneous evolving network model,https://www.sciencedirect.com/science/article/pii/S016771522200253X,17 November 2022,2022,Research Article,89.0
Singh Rahul,"Department of Mathematics and Statistics, Indian Institute of Technology Kanpur, Kanpur, Uttar Pradesh, India","Received 14 June 2022, Revised 20 October 2022, Accepted 9 November 2022, Available online 14 November 2022, Version of Record 2 December 2022.",https://doi.org/10.1016/j.spl.2022.109738,Cited by (0), as those based on usual spacings.,None,Some goodness of fit tests based on centre outward spacings,https://www.sciencedirect.com/science/article/pii/S0167715222002516,14 November 2022,2022,Research Article,90.0
